"season","week","team","SIC"
2021,12,"LA",87.2
2021,12,"CLE",90.3
2021,12,"SEA",81.8
2021,13,"DAL",82.5
2021,13,"NYG",69.7
2021,13,"LAC",83.5
2021,13,"PHI",82
2021,13,"IND",87.7
2021,13,"TB",86.3
2021,13,"ARI",82.5
2021,13,"MIN",76.4
2021,13,"JAX",86.9
2021,13,"WAS",65.7
2021,13,"SF",76.6
2021,13,"BAL",79.8
2021,13,"DEN",75.9
2021,13,"NE",89.5
2021,14,"PIT",79.8
2021,14,"SEA",79
2021,14,"DAL",89.8
2021,14,"ATL",88.9
2021,14,"BAL",79.7
2021,14,"JAX",86.4
2021,14,"NO",74.6
2021,14,"LV",79.7
2021,14,"NYG",69.4
2021,14,"DET",63.7
2021,14,"SF",71.4
2021,14,"BUF",85.9
2021,14,"CHI",83.2
2021,14,"LA",77
2021,15,"KC",87.4
2021,15,"NE",82
2021,15,"HOU",65.3
2021,15,"TEN",63.8
2021,15,"NYJ",73.5
2021,15,"ARI",83.7
2021,15,"DAL",89.6
2021,15,"CAR",64.8
2021,15,"CIN",80.5
2021,15,"ATL",87.4
2021,15,"GB",77.8
2021,15,"NO",76.1
2021,15,"SEA",74
2021,15,"LV",80.7
2021,15,"MIN",82.2
2021,15,"WAS",67.2
2021,16,"SF",75.2
2021,16,"CLE",64
2021,16,"IND",86.4
2021,16,"BUF",82
2021,16,"LA",84.2
2021,16,"JAX",79.8
2021,16,"DET",61.6
2021,16,"BAL",65.4
2021,16,"NYG",68.2
2021,16,"LAC",74.2
2021,16,"TB",75.3
2021,16,"CHI",74.5
2021,16,"PIT",77.6
2021,16,"DEN",76.1
2021,16,"WAS",69.6
2021,16,"MIA",90.2
2021,17,"LA",83.5
2021,17,"MIA",91.3
2021,17,"JAX",77.1
2021,17,"KC",89.4
2021,17,"PHI",83.5
2021,17,"ATL",85.2
2021,17,"TB",70.9
2021,17,"NYG",62.8
2021,17,"LV",80
2021,17,"HOU",78.2
2021,17,"DEN",62.4
2021,17,"ARI",81.5
2021,17,"DET",60.8
2021,17,"CAR",69.2
2021,17,"MIN",70.9
2021,17,"CLE",83.2
2021,18,"KC",87.2
2021,18,"DAL",82.1
2021,18,"GB",80.7
2021,18,"CIN",61.7
2021,18,"PIT",77.2
2021,18,"WAS",70.8
2021,18,"TEN",77.2
2021,18,"IND",86.5
2021,18,"CHI",83.1
2021,18,"SF",75.5
2021,18,"SEA",76.5
2021,18,"NO",82
2021,18,"CAR",70.3
2021,18,"NYJ",66
2021,18,"NE",88.3
2021,18,"LAC",86.7
2021,19,"LV",80.1
2021,19,"NE",86
2021,19,"PHI",88.6
2021,19,"SF",80.5
2021,19,"PIT",78.3
2021,19,"ARI",83.2
2021,20,"CIN",85.1
2021,20,"SF",83.5
2021,20,"LA",83.5
2021,20,"BUF",88
2021,21,"CIN",83.2
2021,21,"SF",83.9
2021,22,"LA",89.8
